"BeneficialUse","R3172ParameterName","CriterionLabel","IR_MLID","R317Descrp","IR_Lat","IR_Long","ASSESS_ID","AU_NAME","BEN_CLASS","AsmntAggFun","SSC_StartMon","SSC_EndMon","SSC_MLID","SampleCount","ExcCount","IR_Cat"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4936650","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.237451091","-111.185450083","UT14060004-014_00","Strawberry River Upper","1C,2B,3A,4","NA","NA","NA","NA",14,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4936655","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.25726989","-111.212738877","UT14060004-014_00","Strawberry River Upper","1C,2B,3A,4","NA","NA","NA","NA",7,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4936685","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.366258784","-111.225259894","UT14060004-014_00","Strawberry River Upper","1C,2B,3A,4","NA","NA","NA","NA",7,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4936710","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.281064931","-111.226306164","UT14060004-014_00","Strawberry River Upper","1C,2B,3A,4","NA","NA","NA","NA",14,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4936770","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.465782049","-110.832666707","UT14060003-019_00","North Fork Duchesne","1C,2B,3A,4","NA","NA","NA","NA",14,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4936790","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.462171006","-110.833772605","UT14060003-018_00","West Fork Duchesne","1C,2B,3A,4","NA","NA","NA","NA",14,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4937550","Steinaker Reservoir","40.507458625","-109.53180737","UT-L-14060010-006_00","Steinaker Reservoir","1C,2A,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4937860","Big Brush Creek and tributaries, from Tyzack (Red Fleet) Dam to headwaters","40.589402282","-109.468191255","UT14060002-006_00","Big Brush Creek","1C,2B,3A,4","NA","NA","NA","NA",15,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4938710","Tributaries to Flaming Gorge Reservoir, except as listed below","40.788156966","-109.469996766","UT14040106-014_00","Cart Creek","2B,3A,4","NA","NA","NA","NA",9,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4938780","Tributaries to Flaming Gorge Reservoir, except as listed below","40.804124138","-109.453472061","UT14040106-014_00","Cart Creek","2B,3A,4","NA","NA","NA","NA",13,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4938850","Tributaries to Flaming Gorge Reservoir, except as listed below","40.927457098","-109.719871613","UT14040106-007_00","Sheep Creek","2B,3A,4","NA","NA","NA","NA",14,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4939250","All Tributaries of Flaming Gorge Reservoir from Utah-Wyoming state line to headwaters","40.903835127","-110.084870718","UT14040106-005_00","Burnt Fork Creek","2B,3A,4","NA","NA","NA","NA",7,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4939500","All Tributaries of Flaming Gorge Reservoir from Utah-Wyoming state line to headwaters","40.92105","-110.40234","UT14040107-005_00","East Fork Smiths Fork","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4940190","Meadow Creek and tributaries, Millard County","38.85952","-112.28672","UT16030005-023_00","Meadow Creek","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4940205","Chalk Creek and tributaries, Millard County","38.9516","-112.26319","UT16030005-019_00","Chalk Creek2-Fillmore","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4940660","Pinto Creek and tributaries, from Newcastle Reservoir to headwaters","37.505977649","-113.500091924","UT16030006-002_00","Pinto Creek","2B,3A,4","NA","NA","NA","NA",7,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4948720","Sevier River and tributaries, from Annabella diversion to headwaters","38.50072","-112.45294","UT16030003-018_00","Clear Creek-I70","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4949598","Sevier River and tributaries, from Annabella diversion to headwaters","38.068763454","-111.856775679","UT16030002-008_00","Antimony Creek","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4949732","Sevier River and tributaries, from Annabella diversion to headwaters","37.867749192","-112.570519737","UT16030001-014_00","Threemile Creek","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4949745","Sevier River and tributaries, from Annabella diversion to headwaters","37.97545","-111.91309","UT16030002-006_00","East Fork Sevier-3","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4951150","North Fork Virgin River and tributaries","37.339094454","-112.842883384","UT15010008-015_00","North Fork Virgin River-1","1C,2A,3A,4","NA","NA","NA","NA",6,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4954080","Deer Creek and tributaries, from confluence with Boulder Creek to headwaters","37.853877008","-111.355172281","UT14070005-008_00","Deer Creek-Escalante","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4954775","Fremont River and tributaries, through Capitol Reef National Park to headwaters","38.297759189","-111.298509035","UT14070003-008_00","Fremont River-3","1C,2A,3A,4","NA","NA","NA","NA",5,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4960230","Settlement Canyon Creek and tributaries, Tooele County","40.505781112","-112.291053299","UT16020304-006_00","Settlement Canyon Creek","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4990380","Barnard Creek and tributaries, from Highway US-89 to headwaters","40.931885812","-111.871045153","UT16020102-043_00","Barnard Creek","2B,3A,4","NA","NA","NA","NA",7,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4990620","Stone Creek and tributaries, from Farmington Bay Waterfowl Management Area to U.S. National Forest boundary","40.89308","-111.852706","UT16020102-046_00","Stone Creek-1","2B,3A,4","NA","NA","NA","NA",7,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4991950","City Creek, from City Creek Water Treatment Plant to headwaters","40.815311","-111.830628","UT16020204-010_00","City Creek-2","1C,2B,3A","NA","NA","NA","NA",4,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4992140","Emigration Creek and tributaries, from 1100 East in Salt Lake City to headwaters","40.749386875","-111.811599662","UT16020204-033_00","Emigration Creek Lower","2B,3A,4","NA","NA","NA","NA",4,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4992160","Emigration Creek and tributaries, from 1100 East in Salt Lake City to headwaters","40.785964886","-111.715771223","UT16020204-012_00","Emigration Creek","2B,3A,4","NA","NA","NA","NA",3,0,"idNE"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4992170","Parley's Creek and tributaries, from Mountain Dell Reservoir to headwaters","40.761895491","-111.708262142","UT16020204-014_00","Mountain Dell Creek-1","1C,2B,3A","NA","NA","NA","NA",4,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4992180","Little Dell Reservoir","40.770500454","-111.703542711","UT-L-16020204-026_00","Little Dell Reservoir","1C,2B,3A","NA","NA","NA","NA",1,0,"idNE"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4992190","Parley's Creek and tributaries, from Mountain Dell Reservoir to headwaters","40.800226649","-111.68132101","UT16020204-015_00","Mountain Dell Creek-2","1C,2B,3A","NA","NA","NA","NA",3,0,"idNE"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4992200","Parley's Creek and tributaries, from Mountain Dell Reservoir to headwaters","40.765775944","-111.707154043","UT16020204-014_00","Mountain Dell Creek-1","1C,2B,3A","NA","NA","NA","NA",3,0,"idNE"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4992210","Parley's Creek and tributaries, from Mountain Dell Reservoir to headwaters","40.741615583","-111.675487468","UT16020204-013_00","Parleys Canyon Creek-2","1C,2B,3A","NA","NA","NA","NA",2,0,"idNE"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4992230","Parley's Creek and tributaries, from 1300 East in Salt Lake City to Mountain Dell Reservoir","40.711612919","-111.810489675","UT16020204-025_00","Parleys Canyon Creek-1","1C,2B,3A","NA","NA","NA","NA",4,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4992560","Mill Creek (Salt Lake County) and tributaries from Interstate Highway 15 to headwaters","40.70453","-111.87859","UT16020204-017_00","Mill Creek2-SLCity","2B,3A,4","NA","NA","NA","NA",10,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4992640","Mill Creek (Salt Lake County) and tributaries from Interstate Highway 15 to headwaters","40.690227158","-111.77632327","UT16020204-018_00","Mill Creek3-SLCity","2B,3A,4","NA","NA","NA","NA",2,0,"idNE"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4992970","Big Cottonwood Creek and tributaries, from confluence with Jordan River to Big Cottonwood Water Treatment Plant","40.679951274","-111.9057651","UT16020204-019_00","Big Cottonwood Creek-1","2B,3A,4","NA","NA","NA","NA",21,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4993100","Big Cottonwood Creek and tributaries, from Big Cottonwood Water Treatment Plant to headwaters","40.618554798","-111.781593257","UT16020204-020_00","Big Cottonwood Creek-2","1C,2B,3A","NA","NA","NA","NA",4,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4993330","Big Cottonwood Creek and tributaries, from Big Cottonwood Water Treatment Plant to headwaters","40.616061413","-111.591869607","UT16020204-020_00","Big Cottonwood Creek-2","1C,2B,3A","NA","NA","NA","NA",8,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4993660","Little Cottonwood Creek and tributaries, from confluence with Jordan River to Metropolitan Water Treatment Plant","40.58297","-111.80127","UT16020204-021_00","Little Cottonwood Creek-1","2B,3A,4","NA","NA","NA","NA",6,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4994100","Jordan River from confluence with Little Cottonwood Creek to Narrows Diversion","40.630502","-111.922987","UT16020204-005_00","Jordan River-5","2B,3A,4","NA","NA","NA","NA",10,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4994270","Jordan River from confluence with Little Cottonwood Creek to Narrows Diversion","40.587449893","-111.912716708","UT16020204-006_00","Jordan River-6","2B,3A,4","NA","NA","NA","NA",10,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4994520","Jordan River from confluence with Little Cottonwood Creek to Narrows Diversion","40.497000992","-111.920019","UT16020204-006_00","Jordan River-6","2B,3A,4","NA","NA","NA","NA",7,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4995640","Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters","40.02690407","-111.5040762","UT16020202-006_00","Diamond Fork-1","2B,3A,4","NA","NA","NA","NA",13,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4995645","Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters","40.029336476","-111.506192013","UT16020202-006_00","Diamond Fork-1","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4995700","Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters","40.11718122","-111.3121212","UT16020202-009_00","Sixth Water Creek","2B,3A,4","NA","NA","NA","NA",2,0,"idNE"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4995710","Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters","40.084676606","-111.355184583","UT16020202-007_00","Diamond Fork-2","2B,3A,4","NA","NA","NA","NA",7,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4995760","Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters","40.145786986","-111.337681185","UT16020202-008_00","Diamond Fork-3","2B,3A,4","NA","NA","NA","NA",6,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4995780","Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters","40.16107186","-111.2507314","UT16020202-009_00","Sixth Water Creek","2B,3A,4","NA","NA","NA","NA",3,0,"idNE"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4995835","Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters","39.91912","-111.54801","UT16020202-022_00","Thistle Creek-1","2B,3A,4","NA","NA","NA","NA",10,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4995915","Spanish Fork River and tributaries, from diversion at Moark Junction to headwaters","39.97098","-111.33343","UT16020202-012_00","Soldier Creek-1","2B,3A,4","NA","NA","NA","NA",10,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4996778","Provo River and tributaries, from Utah Lake to Murdock diversion","40.324843127","-111.644618431","UT16020203-001_00","Provo River-1","2B,3A,4","NA","NA","NA","NA",10,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4996780","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below","40.32634338","-111.642149","UT16020203-002_00","Provo River-2","1C,2B,3A,4","NA","NA","NA","NA",14,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4996810","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below","40.34772865","-111.5902004","UT16020203-002_00","Provo River-2","1C,2B,3A,4","NA","NA","NA","NA",7,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4996850","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below","40.36439878","-111.5568613","UT16020203-003_00","Provo River-3","1C,2B,3A,4","NA","NA","NA","NA",6,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4996870","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below","40.40328919","-111.5304658","UT16020203-013_00","Provo Deer Creek","1C,2B,3A,4","NA","NA","NA","NA",6,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4996900","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below","40.389682355","-111.431576122","UT16020203-009_00","Main Creek-1","1C,2B,3A,4","NA","NA","NA","NA",5,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4996905","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below","40.386111599","-111.434816862","UT16020203-009_00","Main Creek-1","1C,2B,3A,4","NA","NA","NA","NA",10,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4996910","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below","40.375509627","-111.424629807","UT16020203-010_00","Main Creek-2","1C,2B,3A,4","NA","NA","NA","NA",9,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4996920","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below","40.379404771","-111.421296808","UT16020203-010_00","Main Creek-2","1C,2B,3A,4","NA","NA","NA","NA",4,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4997250","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below","40.50023865","-111.4442507","UT16020203-027_00","Spring Creek-Heber","1C,2B,3A,4","NA","NA","NA","NA",7,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4997300","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below","40.55412408","-111.431579","UT16020203-004_00","Provo River-4","1C,2B,3A,4","NA","NA","NA","NA",6,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4997330","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below","40.59495075","-111.4271377","UT16020203-004_00","Provo River-4","1C,2B,3A,4","NA","NA","NA","NA",7,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-4997675","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below","40.61708488","-111.4321258","UT16020203-016_00","McHenry Creek","1C,2B,3A,4","NA","NA","NA","NA",6,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-5910160","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below","40.482097","-111.470603","UT16020203-014_00","Snake Creek-1","1C,2B,3A,4","NA","NA","NA","NA",7,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-5910250","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below","40.50717276","-111.4496313","UT16020203-004_00","Provo River-4","1C,2B,3A,4","NA","NA","NA","NA",7,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-5911120","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below","40.48579242","-111.4615709","UT16020203-026_00","Heber Valley","1C,2B,3A,4","NA","NA","NA","NA",3,0,"idNE"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-5911680","Lake Mary","40.588006171","-111.590475943","UT-L-16020204-024_00","Lake Mary","1C,2B,3A","NA","NA","NA","NA",1,0,"idNE"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-5912820","Tibble Fork Resevoir","40.481339419","-111.646313595","UT-L-16020201-005_00","Tibble Fork Reservoir","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-5912880","Silver Flat Lake Reservoir","40.501338583","-111.656029533","UT-L-16020201-006_00","Silver Lake Flat Reservoir","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-5913210","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below","40.40440364","-111.5290839","UT16020203-003_00","Provo River-3","1C,2B,3A,4","NA","NA","NA","NA",7,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-5913220","Deer Creek Reservoir","40.4091227","-111.5235227","UT-L-16020203-001_00","Deer Creek Reservoir","1C,2A,3A,4","NA","NA","NA","NA",4,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-5913230","Deer Creek Reservoir","40.42523752","-111.5037958","UT-L-16020203-001_00","Deer Creek Reservoir","1C,2A,3A,4","NA","NA","NA","NA",4,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-5913240","Deer Creek Reservoir","40.46328944","-111.4832379","UT-L-16020203-001_00","Deer Creek Reservoir","1C,2A,3A,4","NA","NA","NA","NA",4,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-5913460","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below","40.409660066","-111.47851692","UT16020203-009_00","Main Creek-1","1C,2B,3A,4","NA","NA","NA","NA",14,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-5913630","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below","40.48412029","-111.4651817","UT16020203-004_00","Provo River-4","1C,2B,3A,4","NA","NA","NA","NA",11,0,"FS"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-5914010","Jordanelle Reservoir","40.600785","-111.4157456","UT-L-16020203-003_00","Jordanelle Reservoir","1C,2A,3A,4","NA","NA","NA","NA",3,0,"idNE"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-5914030","Jordanelle Reservoir","40.61967636","-111.4107435","UT-L-16020203-003_00","Jordanelle Reservoir","1C,2A,3A,4","NA","NA","NA","NA",3,0,"idNE"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-5914040","Jordanelle Reservoir","40.60300804","-111.3851818","UT-L-16020203-003_00","Jordanelle Reservoir","1C,2A,3A,4","NA","NA","NA","NA",2,0,"idNE"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-5914550","Mill Hollow Reservoir","40.489673735","-111.106835823","UT-L-16020203-004_00","Mill Hollow Reservoir","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-5916260","Washington Reservoir","40.675500504","-110.969614015","UT-L-16020203-005_00","Washington Lake","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-5916460","Trial Lake","40.681054622","-110.956286938","UT-L-16020203-002_00","Trial Lake","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-5916570","Wall Lake Reservoir","40.696893746","-110.961283355","UT-L-16020203-006_00","Wall Lake","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-5917610","Salem Pond","40.051619952","-111.676868549","UT-L-16020202-001_00","Salem Lake","2A,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-5917620","Salem Pond","40.048569645","-111.67464612","UT-L-16020202-001_00","Salem Lake","2A,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-5917910","Big East Lake","39.935516058","-111.639639945","UT-L-16020202-002_00","Big East Lake","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-5923310","Rockport Reservoir","40.78634027","-111.4046454","UT-L-16020101-002_00","Rockport Reservoir","1C,2A,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Arsenic","Chronic","UTAHDWQ_WQX-5932050","Cleveland Reservoir","39.578298794","-111.236835183","UT-L-14060009-024_00","Cleveland Reservoir","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
